Modèle,Paramètres,MSE,RMSE,MAE,R2_Score,AIC
SARIMA,"(1, 1, 2)x(0, 1, 1, 24)",16.613721437856828,4.07599330689549,3.5482313596419797,-25.664831490385076,12470.935244219118
