Modèle,Paramètres,MSE,RMSE,MAE,R2_Score
LSTM Multi-Variables,"Seq=30, Layers=[128,64,32,16], Features=9",0.20048974795221589,0.4477608155614065,0.22433301122927476,0.6790958216582537
