Modèle,Paramètres,Variables_Exogènes,MSE,RMSE,MAE,R2_Score,AIC
SARIMAX,"(1, 1, 2)x(0, 1, 1, 24)",10,25.816041454524097,5.080948873441269,4.4064333200280394,-40.43444909128571,9129.817995635416
