Date,Prévision,IC_Inférieur_95%,IC_Supérieur_95%
2021-04-26 19:00:00,0.9952328986302018,0.11762170012984507,1.8728440971305584
2021-04-27 19:00:00,1.1446350844204425,0.26702388592008575,2.022246282920799
2021-04-28 19:00:00,0.9558861048519611,0.07827490635160439,1.8334973033523179
2021-04-29 19:00:00,0.8330258352681994,-0.04458536323215734,1.7106370337685561
2021-04-30 19:00:00,0.9138088635355234,0.03619766503516664,1.79142006203588
2021-05-01 19:00:00,0.9695913918316363,0.0919801933312796,1.847202590331993
2021-05-02 19:00:00,1.006231048591435,0.12861985009107824,1.8838422470917917
2021-05-03 19:00:00,1.0270914314314723,0.14948023293111556,1.904702629931829
2021-05-04 19:00:00,1.0286884942278265,0.15107729572746975,1.9062996927281832
2021-05-05 19:00:00,1.0247688855230808,0.14715768702272403,1.9023800840234375
2021-05-06 19:00:00,1.0220699948444962,0.1444587963441395,1.899681193344853
2021-05-07 19:00:00,1.0226547707244753,0.14504357222411857,1.900265969224832
2021-05-08 19:00:00,1.0261795290932059,0.14856833059284913,1.9037907275935626
2021-05-09 19:00:00,1.0309806520491838,0.15336945354882703,1.9085918505495405
2021-05-10 19:00:00,1.035427052527666,0.15781585402730935,1.9130382510280228
2021-05-11 19:00:00,1.0385735181719065,0.16096231967154973,1.9161847166722632
2021-05-12 19:00:00,1.0401830478757619,0.16257184937540514,1.9177942463761186
2021-05-13 19:00:00,1.040477838292718,0.16286663979236127,1.9180890367930747
2021-05-14 19:00:00,1.0398734530061482,0.16226225450579146,1.917484651506505
2021-05-15 19:00:00,1.0387820791453122,0.16117088064495544,1.916393277645669
2021-05-16 19:00:00,1.0375200644880533,0.1599088659876966,1.91513126298841
2021-05-17 19:00:00,1.03628752887249,0.15867633037213325,1.9138987273728467
2021-05-18 19:00:00,1.035159533470869,0.15754833497051224,1.9127707319712257
2021-05-19 19:00:00,1.0341506879404188,0.15653948944006202,1.9117618864407755
2021-05-20 19:00:00,1.033258330076933,0.15564713157657617,1.9108695285772896
2021-05-21 19:00:00,1.0325437555089592,0.15493255700860242,1.910154954009316
2021-05-22 19:00:00,1.0319359937682748,0.1543247952679181,1.9095471922686316
2021-05-23 19:00:00,1.0314209546521305,0.15380975615177372,1.9090321531524872
2021-05-24 19:00:00,1.0310049365460872,0.15339373804573042,1.908616135046444
2021-05-25 19:00:00,1.030569568760693,0.15295837026033632,1.9081807672610498
2021-05-26 19:00:00,1.0303958112373948,0.15278461273703803,1.9080070097377515
2021-05-27 19:00:00,1.0303488655388355,0.1527376670384788,1.9079600640391923
2021-05-28 19:00:00,1.030319905951619,0.1527087074512623,1.9079311044519758
2021-05-29 19:00:00,1.0303390608355403,0.15272786233518354,1.907950259335897
2021-05-30 19:00:00,1.0303939282149077,0.15278272971455098,1.9080051267152645
2021-05-31 19:00:00,1.0304363286867737,0.15282513018641697,1.9080475271871304
2021-06-01 19:00:00,1.0304558731615543,0.15284467466119755,1.908067071661911
2021-06-02 19:00:00,1.0304557432979344,0.1528445447975777,1.9080669417982912
2021-06-03 19:00:00,1.030442756935954,0.15283155843559726,1.9080539554363107
2021-06-04 19:00:00,1.0304247058928013,0.1528135073924446,1.908035904393158
2021-06-05 19:00:00,1.0304068496450782,0.1527956511447215,1.908018048145435
2021-06-06 19:00:00,1.0303914608061313,0.15278026230577457,1.908002659306488
2021-06-07 19:00:00,1.0303788640350102,0.15276766553465349,1.907990062535367
2021-06-08 19:00:00,1.0303680853545665,0.15275688685420974,1.9079792838549232
2021-06-09 19:00:00,1.0303579559922218,0.15274675749186506,1.9079691544925785
2021-06-10 19:00:00,1.0303479564934968,0.15273675799314002,1.9079591549938535
2021-06-11 19:00:00,1.030337827131152,0.15272662863079534,1.9079490256315088
2021-06-12 19:00:00,1.0303277627006173,0.15271656420026058,1.907938961200974
2021-06-13 19:00:00,1.0303184774518013,0.15270727895144454,1.907929675952158
2021-06-14 19:00:00,1.0303101661801337,0.15269896767977698,1.9079213646804905
2021-06-15 19:00:00,1.0303028938174248,0.15269169531706805,1.9079140923177815
2021-06-16 19:00:00,1.0302971798181533,0.15268598131779654,1.90790837831851
2021-06-17 19:00:00,1.0302924397960305,0.15268124129567373,1.9079036382963872
2021-06-18 19:00:00,1.030288868546486,0.1526776700461292,1.9079000670468427
2021-06-19 19:00:00,1.0302860115468502,0.15267481304649344,1.907897210047207
2021-06-20 19:00:00,1.0302836740016936,0.1526724755013369,1.9078948725020504
2021-06-21 19:00:00,1.0302819857746361,0.1526707872742794,1.9078931842749929
2021-06-22 19:00:00,1.0302805572748184,0.15266935877446164,1.9078917557751751
2021-06-23 19:00:00,1.0302796482294798,0.15266844972912308,1.9078908467298366
2021-06-24 19:00:00,1.030278869047761,0.15266767054740416,1.9078900675481176
