Modèle,AIC,BIC,MSE,RMSE,MAE,R2,MAPE
"ARIMA(3, 0, 2)",12642.944587469497,12689.98895344944,0.6684192601293816,0.817569116423426,0.7020999037625015,-0.07280521121925299,63.507097052986204
