Seuil_Min,Seuil_Max,Total_Points,Vibrations_Normales,Anomalies_Total,Anomalies_Basses,Anomalies_Hautes,Pourcentage_Anomalies,Accuracy,Precision,Recall,F1_Score
0.3,7.0,7660,7651,9,0,9,0.1174934725848564,1.0,1.0,1.0,1.0
