Date,Intensité,Vitesse,T.Bob1,T.Bob2,T.Bob3,T.Pal1,T.Pal2,Vibration,T.Pal1 vent,T.Pal2 vent,Débit_air,Anomalie_Type,Anomalie_Binaire
2020-06-01 00:00:00,1017.23,758.61,88.12,84.68,87.66,57.37,58.39,3.22,34.12,29.78,186993.14,Normal,0
2020-06-01 01:00:00,1202.63,916.18,104.54,101.09,104.26,58.77,65.51,4.53,34.75,32.54,229736.41,Normal,0
2020-06-01 02:00:00,1202.65,916.11,109.59,106.23,109.36,60.35,68.74,4.44,34.27,33.66,231701.05,Normal,0
2020-06-01 03:00:00,1203.9,916.08,112.14,108.71,111.75,61.63,70.7,4.3,33.31,33.16,232777.0,Normal,0
2020-06-01 04:00:00,1207.26,916.08,113.66,110.15,113.16,62.54,72.01,4.28,32.56,32.47,234782.82,Normal,0
2020-06-01 05:00:00,1199.22,916.02,114.27,110.73,113.71,63.14,72.82,3.33,32.22,31.92,230026.18,Normal,0
2020-06-01 06:00:00,1223.61,916.07,114.99,111.33,114.33,63.48,73.19,3.6,31.76,31.26,233071.48,Normal,0
2020-06-01 07:00:00,1222.9,916.08,115.41,111.75,114.75,63.86,73.4,4.14,31.89,31.41,233443.65,Normal,0
2020-06-01 08:00:00,1216.27,916.08,115.66,112.0,114.97,64.26,73.47,4.04,32.25,32.26,232229.84,Normal,0
2020-06-01 09:00:00,1221.28,916.09,116.3,112.67,115.66,65.04,74.27,4.06,32.91,33.22,233472.04,Normal,0
2020-06-01 10:00:00,1225.67,916.0,117.27,113.63,116.63,66.07,75.22,3.66,33.95,34.34,233536.62,Normal,0
2020-06-01 11:00:00,1204.47,915.96,118.26,114.69,117.72,67.35,76.55,3.47,35.42,35.48,229855.19,Normal,0
2020-06-01 12:00:00,72.98,67.46,102.49,100.18,103.3,67.49,73.56,0.65,39.76,38.58,16099.37,Normal,0
2020-06-01 13:00:00,0.0,0.0,82.19,80.94,84.13,57.56,64.17,0.54,34.95,33.61,21.89,Normal,0
2020-06-01 14:00:00,0.0,0.01,65.1,64.87,67.77,49.11,56.05,0.51,33.29,32.38,0.0,Normal,0
2020-06-01 15:00:00,293.33,0.21,57.47,57.96,61.34,46.48,51.43,0.55,32.91,32.48,0.0,Normal,0
2020-06-01 16:00:00,1100.0,0.0,52.31,53.04,56.61,43.76,47.61,0.56,32.67,32.65,36.19,Normal,0
2020-06-01 17:00:00,1036.14,0.79,50.26,51.19,54.79,43.89,46.07,0.53,32.9,33.04,0.0,Normal,0
2020-06-01 18:00:00,454.74,139.0,54.85,54.88,59.75,45.84,46.69,1.0,34.18,33.89,30331.26,Normal,0
2020-06-01 19:00:00,414.93,222.61,64.98,64.23,70.46,48.56,49.79,1.04,37.23,35.79,47365.67,Normal,0
2020-06-01 20:00:00,1187.32,787.35,79.67,78.23,82.99,50.03,53.18,2.24,37.61,35.5,192628.36,Normal,0
2020-06-01 21:00:00,1267.41,915.96,99.68,97.29,102.09,55.01,60.88,3.24,37.44,35.76,232859.18,Normal,0
2020-06-01 22:00:00,1268.84,915.96,108.13,105.21,110.07,58.78,66.18,4.34,36.68,34.87,233120.16,Normal,0
2020-06-01 23:00:00,1268.54,915.94,112.57,109.34,113.83,61.31,69.8,4.25,35.8,33.29,234298.92,Normal,0
2020-06-02 00:00:00,1275.18,915.93,115.17,111.68,116.09,63.08,72.22,4.17,34.24,32.41,235091.51,Normal,0
2020-06-02 01:00:00,1269.02,915.95,116.47,112.83,117.29,64.56,73.66,4.05,33.6,32.35,236761.86,Normal,0
2020-06-02 02:00:00,1265.58,915.95,117.45,113.8,118.12,65.61,74.67,4.01,32.89,31.61,238458.36,Normal,0
2020-06-02 03:00:00,1083.44,783.96,117.33,113.63,117.78,66.06,74.88,3.53,32.47,31.89,208299.27,Normal,0
2020-06-02 04:00:00,539.59,316.44,93.44,91.08,95.22,56.82,66.13,1.36,29.45,28.46,75876.59,Normal,0
2020-06-02 05:00:00,1284.53,915.95,103.72,100.55,106.79,58.59,65.9,3.61,30.59,30.05,238056.05,Normal,0
2020-06-02 06:00:00,1280.04,915.93,111.07,107.74,113.9,61.03,68.84,4.1,31.55,31.1,239250.33,Normal,0
2020-06-02 07:00:00,988.09,591.35,110.2,106.83,116.78,61.13,69.92,2.89,31.32,30.37,155417.27,Normal,0
2020-06-02 08:00:00,1100.0,0.0,80.83,79.83,85.27,52.36,60.87,0.52,31.33,29.19,2.55,Normal,0
2020-06-02 09:00:00,1100.0,0.0,70.1,69.81,77.25,51.09,55.68,0.52,32.3,29.48,0.0,Normal,0
2020-06-02 10:00:00,1100.0,0.0,66.75,66.11,73.17,51.67,52.63,0.52,31.3,28.68,8.71,Normal,0
2020-06-02 11:00:00,953.33,1.56,64.43,63.63,69.02,51.92,50.26,0.51,30.57,28.72,36.79,Normal,0
2020-06-02 12:00:00,1081.67,0.26,62.51,61.58,66.48,51.38,48.96,0.52,30.79,29.72,0.0,Normal,0
2020-06-02 13:00:00,1051.56,14.64,61.0,60.04,65.27,50.66,48.12,0.5,31.04,30.7,0.0,Normal,0
2020-06-02 14:00:00,1063.33,0.1,59.68,58.79,64.15,49.96,47.37,0.51,31.4,31.54,25.96,Normal,0
2020-06-02 15:00:00,844.84,533.32,69.22,67.68,73.14,50.43,49.61,1.92,33.38,34.28,123285.7,Normal,0
2020-06-02 16:00:00,1229.95,916.13,97.36,94.79,99.09,56.49,60.81,2.57,39.1,39.89,230224.53,Normal,0
2020-06-02 17:00:00,1240.79,915.94,109.77,106.98,110.8,62.03,69.03,2.45,45.93,41.57,229229.78,Normal,0
2020-06-02 18:00:00,1225.76,915.93,116.03,112.9,116.51,66.1,74.86,2.49,47.54,40.88,229917.79,Normal,0
2020-06-02 19:00:00,1214.04,915.94,119.39,115.76,119.52,68.71,78.36,2.63,46.16,38.81,233720.37,Normal,0
2020-06-02 20:00:00,1228.06,915.93,120.77,116.93,120.6,69.99,79.79,2.79,44.08,36.5,235645.85,Normal,0
2020-06-02 21:00:00,1228.32,915.93,121.05,117.08,120.69,69.82,80.26,2.85,46.34,34.73,235696.72,Normal,0
2020-06-02 22:00:00,1216.42,915.94,120.54,116.55,120.15,69.23,80.24,2.91,44.32,33.57,233038.94,Normal,0
2020-06-02 23:00:00,1222.19,915.94,119.81,115.97,119.34,68.49,79.81,2.89,43.24,33.13,231274.51,Normal,0
2020-06-03 00:00:00,1223.66,915.94,118.95,115.08,118.45,67.83,78.93,2.82,45.18,32.54,230474.51,Normal,0
2020-06-03 01:00:00,1227.16,915.92,118.47,114.62,118.02,67.41,78.23,2.96,42.88,32.07,232204.7,Normal,0
2020-06-03 02:00:00,1227.13,915.93,118.11,114.13,117.62,66.88,77.37,3.34,36.5,31.22,234225.15,Normal,0
2020-06-03 03:00:00,1228.87,915.93,117.64,113.46,117.18,66.19,76.54,3.44,33.5,30.72,232591.11,Normal,0
2020-06-03 04:00:00,1225.53,915.92,116.92,112.71,116.47,65.73,75.75,3.33,32.22,30.11,233339.58,Normal,0
2020-06-03 05:00:00,1232.42,915.92,116.79,112.55,116.38,65.28,75.22,3.48,31.88,30.04,234080.43,Normal,0
2020-06-03 06:00:00,1221.36,915.93,116.62,112.44,116.25,65.0,75.02,3.41,31.7,30.1,234613.13,Normal,0
2020-06-03 07:00:00,1216.96,915.93,116.39,112.29,116.12,64.98,75.0,3.44,32.47,31.04,231067.04,Normal,0
2020-06-03 08:00:00,1204.8,915.94,116.24,112.18,116.01,65.11,75.27,3.31,33.16,31.41,229296.74,Normal,0
2020-06-03 09:00:00,1212.84,915.93,116.41,112.43,116.2,65.48,75.59,3.13,34.17,32.51,229096.06,Normal,0
2020-06-03 10:00:00,1210.95,914.24,117.13,113.36,116.94,66.6,76.49,2.79,35.83,34.43,229048.86,Normal,0
2020-06-03 11:00:00,1209.48,913.45,118.27,114.58,118.15,68.07,77.94,3.02,37.64,35.95,230658.24,Normal,0
2020-06-03 12:00:00,1195.06,913.45,119.43,115.69,119.43,69.92,79.49,2.9,39.67,37.86,225296.07,Normal,0
2020-06-03 13:00:00,1192.42,913.34,120.61,116.89,120.63,71.38,81.14,2.62,43.58,39.57,219549.18,Normal,0
2020-06-03 14:00:00,1193.49,913.44,121.91,118.2,121.96,72.83,82.7,2.78,49.13,40.48,227277.28,Normal,0
2020-06-03 15:00:00,1196.41,913.44,123.35,119.59,123.37,74.11,84.01,2.82,53.23,40.7,225379.47,Normal,0
2020-06-03 16:00:00,1187.34,913.45,124.23,120.45,124.18,74.91,85.11,2.85,54.4,40.43,225699.23,Normal,0
2020-06-03 17:00:00,1196.6,913.46,124.88,121.08,124.74,75.43,85.69,3.0,52.82,40.11,226878.71,Normal,0
2020-06-03 18:00:00,1197.05,913.46,124.94,121.08,124.6,75.21,85.58,3.17,50.4,38.99,227078.74,Normal,0
2020-06-03 19:00:00,1198.99,913.46,124.12,120.21,123.64,73.63,84.59,3.19,49.34,38.39,228510.63,Normal,0
2020-06-03 20:00:00,1207.48,913.46,123.01,119.06,122.45,71.97,83.2,3.24,49.25,35.68,229933.03,Normal,0
2020-06-03 21:00:00,1210.0,913.47,121.84,117.82,121.25,70.7,81.74,3.36,48.21,33.51,230523.04,Normal,0
2020-06-03 22:00:00,1204.86,913.42,120.69,116.67,120.19,69.51,80.32,3.5,47.59,32.38,233185.96,Normal,0
2020-06-03 23:00:00,1215.5,914.75,119.72,115.7,119.22,68.28,78.89,3.29,46.78,31.26,235441.43,Normal,0
2020-06-04 00:00:00,1224.08,915.96,119.04,114.98,118.51,67.45,77.76,3.36,43.08,30.82,237241.77,Normal,0
2020-06-04 01:00:00,1225.21,915.94,118.35,114.28,117.88,66.73,76.93,3.52,38.0,29.87,237786.65,Normal,0
2020-06-04 02:00:00,1224.66,915.95,117.69,113.65,117.2,66.23,76.11,3.81,34.22,29.25,237028.34,Normal,0
2020-06-04 03:00:00,1218.64,915.95,116.85,112.79,116.4,65.7,75.29,3.77,32.87,29.01,235004.69,Normal,0
2020-06-04 04:00:00,1218.17,915.94,116.29,112.3,115.9,65.12,74.63,3.68,32.16,28.75,235926.57,Normal,0
2020-06-04 05:00:00,1215.57,915.93,115.91,111.87,115.52,64.74,74.11,3.78,32.13,29.06,234877.28,Normal,0
2020-06-04 06:00:00,1219.66,915.94,115.74,111.74,115.37,64.58,73.91,3.61,31.78,28.82,235713.32,Normal,0
2020-06-04 07:00:00,1218.54,915.94,115.59,111.63,115.2,64.39,73.57,3.41,31.9,29.04,234454.47,Normal,0
2020-06-04 08:00:00,1169.72,903.55,114.08,110.24,113.75,63.94,73.1,2.72,32.08,29.58,224739.89,Normal,0
2020-06-04 09:00:00,1171.81,901.29,113.03,109.33,112.84,63.8,72.76,2.65,32.74,30.26,225586.8,Normal,0
2020-06-04 10:00:00,1172.63,900.45,113.3,109.74,113.18,64.22,72.97,2.76,34.11,31.74,226786.82,Normal,0
2020-06-04 11:00:00,224.08,182.5,101.65,99.1,102.35,65.03,71.33,0.96,38.09,35.21,46331.71,Normal,0
2020-06-04 12:00:00,1042.82,783.11,101.83,99.0,103.75,63.33,68.77,2.17,38.0,34.73,191457.28,Normal,0
2020-06-04 13:00:00,1118.55,889.53,110.58,107.44,111.34,65.17,71.83,2.63,39.25,37.36,213814.3,Normal,0
2020-06-04 14:00:00,1121.91,889.53,112.96,109.91,113.64,66.27,73.43,2.88,39.97,38.86,213850.72,Normal,0
2020-06-04 15:00:00,1110.93,889.48,114.28,111.21,114.89,67.04,74.73,2.89,40.67,39.23,210366.91,Normal,0
2020-06-04 16:00:00,1093.42,889.47,114.88,111.88,115.5,67.97,75.56,2.96,41.62,39.21,204803.81,Normal,0
2020-06-04 17:00:00,1092.99,889.46,115.11,112.02,115.55,68.4,75.8,2.92,42.11,38.13,205467.86,Normal,0
2020-06-04 18:00:00,73.94,67.67,100.87,98.82,101.76,67.53,71.6,0.62,44.1,39.23,18782.41,Normal,0
2020-06-04 19:00:00,0.0,0.0,87.19,85.74,89.03,64.47,64.14,0.45,40.29,36.11,0.0,Normal,0
2020-06-04 20:00:00,0.0,0.0,81.18,79.1,81.82,62.27,59.22,0.45,36.54,33.26,1.98,Normal,0
2020-06-04 21:00:00,0.0,0.0,76.53,74.02,76.66,59.96,55.68,0.45,33.92,31.35,0.0,Normal,0
2020-06-04 22:00:00,0.0,0.0,72.24,69.83,71.37,58.06,51.77,0.45,31.52,29.07,0.0,Normal,0
2020-06-04 23:00:00,0.0,0.0,68.32,65.99,66.94,55.76,48.6,0.45,29.91,27.44,0.0,Normal,0
2020-06-05 00:00:00,1021.62,778.92,82.26,79.28,91.35,53.17,52.48,2.75,31.41,27.47,191311.25,Normal,0
2020-06-05 01:00:00,1140.15,893.72,97.54,94.65,98.11,54.74,60.3,3.16,32.41,30.19,219907.98,Normal,0
2020-06-05 02:00:00,1143.68,893.65,102.56,99.68,101.32,56.62,64.32,3.0,32.07,30.35,221846.54,Normal,0
2020-06-05 03:00:00,1147.24,893.64,105.24,102.16,103.78,57.89,66.56,2.98,31.69,29.88,223804.39,Normal,0
2020-06-05 04:00:00,1144.29,893.64,106.55,103.38,105.0,58.67,67.84,2.93,31.38,29.54,223405.19,Normal,0
2020-06-05 05:00:00,1147.76,893.62,107.51,104.29,105.91,59.32,68.53,3.01,30.87,29.06,225740.38,Normal,0
2020-06-05 06:00:00,1141.2,893.63,108.15,104.86,106.48,59.71,68.96,2.94,30.29,28.5,225050.08,Normal,0
2020-06-05 07:00:00,1142.13,893.63,108.22,104.88,106.49,59.73,69.13,2.83,30.23,28.46,223336.39,Normal,0
2020-06-05 08:00:00,1140.25,893.59,108.01,104.62,106.26,59.7,69.24,2.64,30.82,29.02,219555.85,Normal,0
2020-06-05 09:00:00,1135.48,893.62,108.32,105.03,106.72,60.36,69.89,2.55,32.13,30.48,219991.41,Normal,0
2020-06-05 10:00:00,1106.9,894.35,109.76,106.63,108.32,61.57,71.16,2.37,33.66,31.9,206913.95,Normal,0
2020-06-05 11:00:00,216.21,191.27,97.73,95.31,96.74,61.94,69.78,0.88,38.87,35.28,42499.08,Normal,0
2020-06-05 12:00:00,0.0,0.0,82.81,81.54,83.91,60.55,63.75,0.45,40.03,35.92,0.0,Normal,0
2020-06-05 13:00:00,0.0,0.0,77.12,75.52,78.25,59.32,59.46,0.45,38.46,35.58,0.0,Normal,0
2020-06-05 14:00:00,0.0,0.0,73.27,71.39,73.89,58.31,56.35,0.45,37.31,35.13,20.26,Normal,0
2020-06-05 15:00:00,0.0,0.0,70.2,68.19,70.8,56.98,54.25,0.45,36.69,35.12,0.0,Normal,0
2020-06-05 16:00:00,595.65,468.73,75.17,72.98,84.18,55.55,54.68,1.65,36.31,35.12,103089.45,Normal,0
2020-06-05 17:00:00,771.75,628.86,94.21,91.99,107.04,57.74,62.24,1.78,40.57,38.77,152653.1,Normal,0
2020-06-05 18:00:00,0.0,0.0,81.81,80.89,94.0,58.19,59.08,0.45,41.71,38.42,0.16,Normal,0
2020-06-05 19:00:00,0.0,0.0,74.69,73.76,85.36,57.17,53.99,0.44,38.0,35.19,0.0,Normal,0
2020-06-05 20:00:00,50.79,30.25,70.39,69.07,79.31,56.06,50.68,0.53,35.24,33.09,6288.19,Normal,0
2020-06-05 21:00:00,1076.85,874.88,86.72,84.47,88.84,54.26,55.89,2.56,35.38,32.42,206598.78,Normal,0
2020-06-05 22:00:00,1115.87,885.81,98.71,96.1,101.56,56.16,61.87,3.03,38.63,33.86,215938.07,Normal,0
2020-06-05 23:00:00,1135.03,889.55,104.01,101.14,106.9,58.22,65.42,3.11,39.85,34.05,219111.99,Normal,0
2020-06-06 00:00:00,1136.3,889.55,106.67,103.58,109.34,59.5,68.03,3.07,39.7,33.36,220720.89,Normal,0
2020-06-06 01:00:00,1135.19,889.57,108.2,104.99,110.73,60.17,69.43,3.09,38.9,32.84,221592.54,Normal,0
2020-06-06 02:00:00,1127.91,889.58,109.17,105.94,111.63,61.08,69.96,3.1,38.39,32.24,219994.74,Normal,0
2020-06-06 03:00:00,1138.73,889.56,110.16,106.81,112.61,62.01,70.26,3.09,35.39,32.14,221541.37,Normal,0
2020-06-06 04:00:00,1138.09,889.51,110.73,107.41,113.13,62.82,71.17,2.41,35.15,33.58,218618.95,Normal,0
2020-06-06 05:00:00,1162.5,889.52,112.06,108.68,114.45,63.83,72.72,2.43,35.41,34.68,227811.29,Normal,0
2020-06-06 06:00:00,1160.5,889.41,113.23,109.8,115.63,65.35,74.0,2.47,35.75,34.88,226024.98,Normal,0
2020-06-06 07:00:00,1164.4,889.4,114.25,110.8,116.65,67.06,75.07,2.91,36.76,36.57,226999.35,Normal,0
2020-06-06 08:00:00,1145.95,889.5,115.15,111.72,117.58,68.2,76.11,2.95,37.7,37.37,222743.9,Normal,0
2020-06-06 09:00:00,1144.37,889.53,115.85,112.48,118.28,68.84,76.96,2.88,38.6,38.39,221489.79,Normal,0
2020-06-06 10:00:00,1147.0,889.48,116.43,113.13,118.85,69.34,77.72,2.96,39.5,39.21,222098.19,Normal,0
2020-06-06 11:00:00,1145.44,889.48,117.25,113.91,119.69,69.99,78.42,2.93,41.86,40.15,222427.38,Normal,0
2020-06-06 12:00:00,1139.6,889.47,117.7,114.38,120.14,70.72,78.88,2.94,46.0,41.19,217825.71,Normal,0
2020-06-06 13:00:00,1141.01,889.44,118.17,114.82,120.59,71.35,79.33,2.91,48.96,42.23,219130.38,Normal,0
2020-06-06 14:00:00,1134.8,889.45,118.67,115.37,121.09,71.94,79.93,2.88,50.06,42.9,217503.78,Normal,0
2020-06-06 15:00:00,1121.56,889.43,119.14,115.96,121.53,72.45,80.4,2.74,49.62,43.28,214445.38,Normal,0
2020-06-06 16:00:00,1123.14,889.49,119.37,116.19,121.61,72.2,80.5,2.64,48.83,43.22,215591.82,Normal,0
2020-06-06 17:00:00,1113.04,889.53,119.04,115.91,121.21,71.91,80.2,2.97,48.94,42.62,211839.55,Normal,0
2020-06-06 18:00:00,338.76,264.12,106.99,104.26,108.62,69.1,75.58,1.31,46.1,38.47,42354.24,Normal,0
2020-06-06 19:00:00,0.0,0.71,88.54,86.32,90.25,63.72,66.59,0.52,42.1,35.09,1222.97,Normal,0
2020-06-06 20:00:00,0.0,0.0,79.22,77.01,81.77,60.8,60.16,0.51,38.47,31.85,0.0,Normal,0
2020-06-06 21:00:00,0.0,0.0,74.52,72.16,76.55,58.64,55.84,0.52,35.12,30.02,0.0,Normal,0
2020-06-06 22:00:00,600.22,466.74,78.45,75.66,80.18,56.23,54.87,1.86,32.97,29.16,110953.72,Normal,0
2020-06-06 23:00:00,1013.41,831.76,95.42,92.42,97.18,56.12,60.98,2.82,35.49,32.72,189234.07,Normal,0
2020-06-07 00:00:00,1110.34,883.79,100.25,97.49,101.95,56.67,63.22,3.12,34.21,32.99,214147.27,Normal,0
2020-06-07 01:00:00,1109.83,883.85,103.61,100.76,105.27,57.89,65.23,3.15,33.59,33.28,215415.79,Normal,0
2020-06-07 02:00:00,1102.98,883.87,105.12,102.15,106.66,58.69,66.37,3.0,32.5,33.01,212245.01,Normal,0
2020-06-07 03:00:00,1103.8,883.87,105.96,102.88,107.46,59.41,67.07,3.04,32.06,33.76,213060.85,Normal,0
2020-06-07 04:00:00,1104.35,883.87,106.57,103.44,108.07,59.77,67.57,3.04,31.8,35.01,213879.69,Normal,0
2020-06-07 05:00:00,1104.65,883.89,107.0,103.88,108.47,59.99,68.04,3.1,31.61,35.8,213871.96,Normal,0
2020-06-07 06:00:00,1166.22,899.45,108.54,105.3,109.98,60.38,68.58,3.57,31.63,36.46,225644.45,Normal,0
2020-06-07 07:00:00,1220.03,915.94,112.14,108.52,113.42,61.55,70.07,3.91,32.03,36.97,233248.64,Normal,0
2020-06-07 08:00:00,1227.48,915.93,114.47,110.73,115.6,63.01,71.68,3.93,32.45,37.4,233773.39,Normal,0
2020-06-07 09:00:00,1224.85,915.94,115.99,112.21,117.05,64.48,72.98,4.07,33.09,38.11,232910.03,Normal,0
2020-06-07 10:00:00,1221.49,915.74,117.31,113.51,118.37,66.06,74.18,3.88,33.82,38.91,231686.59,Normal,0
2020-06-07 11:00:00,1185.98,915.95,117.38,113.76,118.47,67.96,75.37,2.6,37.03,39.76,219057.25,Normal,0
2020-06-07 12:00:00,1230.67,915.93,118.69,115.0,119.65,69.4,75.96,2.92,38.14,40.28,229821.82,Normal,0
2020-06-07 13:00:00,1214.5,915.95,119.41,115.76,120.38,70.42,76.82,4.17,40.38,40.66,227248.59,Normal,0
2020-06-07 14:00:00,1154.09,899.26,118.54,115.01,119.43,70.15,76.96,3.52,41.15,40.1,218061.26,Normal,0
2020-06-07 15:00:00,1122.24,889.47,116.37,113.04,117.42,69.57,76.25,3.17,38.86,40.47,215414.27,Normal,0
2020-06-07 16:00:00,1116.03,889.51,115.53,112.27,116.65,68.78,75.55,3.14,37.84,40.61,214470.91,Normal,0
2020-06-07 17:00:00,1117.08,889.53,115.09,111.83,116.27,68.36,74.92,3.17,36.86,40.45,215834.4,Normal,0
2020-06-07 18:00:00,689.23,553.19,111.48,108.41,112.52,67.74,73.79,2.2,36.75,40.86,138452.13,Normal,0
2020-06-07 19:00:00,0.0,0.0,91.08,90.02,92.35,65.33,64.83,0.46,36.73,37.88,0.0,Normal,0
2020-06-07 20:00:00,0.0,0.0,82.24,80.98,81.56,62.97,57.43,0.45,33.48,32.59,0.0,Normal,0
2020-06-07 21:00:00,0.0,0.0,76.54,74.78,74.83,61.03,52.99,0.46,31.37,30.09,0.0,Normal,0
2020-06-07 22:00:00,0.0,0.0,72.08,69.92,70.52,58.69,50.16,0.45,30.03,28.28,0.0,Normal,0
2020-06-07 23:00:00,0.0,0.0,68.42,66.04,67.41,56.16,48.07,0.45,28.97,26.92,0.0,Normal,0
2020-06-08 00:00:00,919.61,728.87,80.22,77.24,80.94,53.19,51.4,2.79,28.12,28.41,170254.33,Normal,0
2020-06-08 01:00:00,1095.8,883.8,95.16,92.29,97.4,53.75,58.44,3.09,29.86,32.03,211417.25,Normal,0
2020-06-08 02:00:00,1107.19,883.81,99.77,96.93,102.23,55.02,61.79,2.7,30.22,32.24,213324.95,Normal,0
2020-06-08 03:00:00,1105.86,883.79,101.88,98.98,104.3,56.11,64.09,2.58,29.98,32.06,212386.8,Normal,0
2020-06-08 04:00:00,1105.55,883.8,103.04,100.04,105.41,56.79,65.3,2.58,30.11,32.49,211870.99,Normal,0
2020-06-08 05:00:00,1107.17,883.81,103.7,100.61,106.02,57.32,65.83,2.66,30.31,32.63,213359.55,Normal,0
2020-06-08 06:00:00,1105.93,883.81,104.37,101.17,106.65,57.86,66.42,2.64,30.66,32.79,213024.69,Normal,0
2020-06-08 07:00:00,1111.79,883.83,104.98,101.7,107.3,58.27,66.91,2.69,30.89,32.7,213945.72,Normal,0
2020-06-08 08:00:00,1114.94,883.82,105.51,102.21,107.85,58.85,67.4,2.78,31.46,32.78,212882.97,Normal,0
2020-06-08 09:00:00,1106.13,883.84,106.1,102.9,108.55,59.65,68.18,2.67,32.11,34.44,213672.12,Normal,0
2020-06-08 10:00:00,1100.99,883.83,106.7,103.53,109.05,59.86,68.58,2.65,31.62,33.64,211946.63,Normal,0
2020-06-08 11:00:00,1103.75,883.81,106.64,103.43,108.83,59.9,68.55,2.6,32.12,34.21,212447.65,Normal,0
2020-06-08 12:00:00,1106.48,883.81,107.18,104.03,109.42,60.52,68.99,2.58,32.6,34.25,213020.89,Normal,0
2020-06-08 13:00:00,1108.8,883.8,107.6,104.46,109.87,60.98,69.33,2.67,33.4,34.01,213956.45,Normal,0
2020-06-08 14:00:00,1105.52,883.8,107.94,104.78,110.14,61.36,69.84,2.61,34.81,33.66,213072.08,Normal,0
2020-06-08 15:00:00,1112.69,883.78,108.24,105.1,110.42,61.5,70.14,2.53,36.19,32.99,214426.58,Normal,0
2020-06-08 16:00:00,1123.54,883.78,108.95,105.77,111.1,61.78,70.46,2.44,35.1,33.42,219722.88,Normal,0
2020-06-08 17:00:00,1094.6,883.77,108.77,105.63,110.95,62.3,70.76,2.57,34.25,33.98,209332.59,Normal,0
2020-06-08 18:00:00,1094.38,883.77,108.65,105.61,110.85,62.4,70.6,2.77,33.64,34.11,210261.83,Normal,0
2020-06-08 19:00:00,1109.3,883.75,108.83,105.67,110.97,62.34,70.49,2.88,33.2,34.13,215255.37,Normal,0
2020-06-08 20:00:00,1126.17,883.71,108.57,105.3,110.61,61.91,70.3,2.92,32.32,33.3,218461.02,Normal,0
2020-06-08 21:00:00,1110.95,883.75,108.02,104.79,110.05,61.18,70.08,3.13,31.26,32.32,218334.33,Normal,0
2020-06-08 22:00:00,643.77,530.12,103.8,100.81,105.65,60.61,69.02,1.93,31.81,33.19,127703.65,Normal,0
2020-06-08 23:00:00,697.47,544.58,91.96,89.9,93.88,57.79,62.97,1.6,30.97,30.35,126149.88,Normal,0
2020-06-09 00:00:00,923.51,734.53,100.69,97.51,102.03,57.17,64.89,2.07,29.67,29.74,180060.63,Normal,0
2020-06-09 01:00:00,0.0,0.0,83.61,81.97,85.75,56.17,59.5,0.46,32.49,30.08,0.09,Normal,0
2020-06-09 02:00:00,0.0,0.0,74.37,72.63,76.89,53.84,53.77,0.44,31.58,27.19,0.0,Normal,0
2020-06-09 03:00:00,0.0,0.0,69.36,66.9,72.56,51.89,50.74,0.44,29.99,25.72,0.0,Normal,0
2020-06-09 04:00:00,391.18,293.72,68.59,65.71,71.69,49.06,48.54,1.26,27.16,24.13,68784.15,Normal,0
2020-06-09 05:00:00,1135.78,889.44,88.17,84.89,91.78,49.43,53.91,2.98,26.65,26.2,221682.66,Normal,0
2020-06-09 06:00:00,1150.36,889.51,96.62,93.55,100.17,51.82,58.02,2.8,27.5,27.47,227422.16,Normal,0
2020-06-09 07:00:00,1144.42,889.44,100.58,97.47,103.94,53.72,60.82,2.84,27.92,27.85,223891.51,Normal,0
2020-06-09 08:00:00,1138.51,889.52,102.55,99.36,105.85,55.24,62.74,3.06,28.48,28.85,221724.93,Normal,0
2020-06-09 09:00:00,1151.57,889.45,104.11,100.78,107.34,56.43,64.12,2.88,28.82,29.43,223298.9,Normal,0
2020-06-09 10:00:00,1134.24,889.31,105.37,101.99,108.52,57.48,65.41,2.5,29.15,29.48,216997.98,Normal,0
2020-06-09 11:00:00,222.01,209.0,93.61,91.24,96.99,57.13,63.98,0.89,33.12,31.64,43004.3,Normal,0
2020-06-09 12:00:00,0.0,0.0,77.38,76.12,82.83,54.76,57.7,0.46,34.03,30.61,0.0,Normal,0
2020-06-09 13:00:00,21.92,0.13,71.88,70.2,76.74,54.07,53.55,0.5,32.73,29.74,0.0,Normal,0
2020-06-09 14:00:00,1164.88,890.88,89.06,86.0,91.64,54.11,57.67,2.47,31.83,31.26,219223.64,Normal,0
2020-06-09 15:00:00,1182.56,903.54,102.79,99.64,105.1,57.54,63.62,2.63,34.42,34.73,228151.62,Normal,0
2020-06-09 16:00:00,1177.09,903.57,108.9,105.69,111.08,60.73,67.65,3.31,36.13,36.21,228401.35,Normal,0
2020-06-09 17:00:00,1172.48,903.63,112.49,109.21,114.46,63.88,70.73,3.5,36.91,37.9,227409.88,Normal,0
2020-06-09 18:00:00,1175.79,903.68,114.71,111.28,116.46,65.95,72.81,3.45,38.05,38.11,227992.89,Normal,0
2020-06-09 19:00:00,1186.76,903.74,115.89,112.3,117.49,66.73,74.1,3.06,40.62,37.69,227839.37,Normal,0
2020-06-09 20:00:00,1191.08,903.66,116.12,112.42,117.55,66.51,74.38,2.93,40.29,36.27,228951.36,Normal,0
2020-06-09 21:00:00,1178.74,903.71,115.39,111.72,116.53,65.93,73.87,3.14,36.34,34.86,226676.45,Normal,0
2020-06-09 22:00:00,1148.86,896.64,113.8,110.2,114.96,64.87,72.87,3.35,32.69,33.64,224479.68,Normal,0
