Date,Intensité,Vitesse,T.Bob1,T.Bob2,T.Bob3,T.Pal1,T.Pal2,Vibration,T.Pal1 vent,T.Pal2 vent,Débit_air,Anomalie_Type,Anomalie_Binaire
2020-07-05 23:00:00,0.0,0.0,85.86,82.58,89.41,70.71,67.2,0.45,46.22,43.66,0.0,Normal,0
2020-07-06 00:00:00,790.0,612.94,93.3,89.7,96.76,70.05,68.56,1.87,42.87,43.98,141985.63,Normal,0
2020-07-06 01:00:00,1144.98,900.6,110.84,107.85,113.21,73.28,76.87,2.52,44.99,52.57,212153.56,Normal,0
2020-07-06 02:00:00,1111.6,900.31,115.28,112.7,117.62,74.27,81.32,2.82,48.19,56.08,199688.89,Normal,0
2020-07-06 03:00:00,1122.66,894.96,117.45,114.89,119.63,75.49,83.49,2.73,47.3,55.86,210059.13,Normal,0
2020-07-06 04:00:00,1131.93,900.56,118.4,115.75,120.37,76.35,84.15,2.75,46.46,55.87,206507.22,Normal,0
2020-07-06 05:00:00,1138.36,900.76,118.84,116.14,120.77,76.35,85.0,2.87,46.43,55.34,207347.9,Normal,0
2020-07-06 06:00:00,1140.35,900.8,119.02,116.3,120.85,76.36,85.21,2.95,43.85,54.81,207634.41,Normal,0
2020-07-06 07:00:00,1113.9,892.75,119.04,116.32,121.05,76.86,85.42,2.73,43.25,55.19,208098.98,Normal,0
2020-07-06 08:00:00,1131.75,900.14,119.81,117.1,121.88,77.46,85.79,2.84,43.97,56.88,208406.4,Normal,0
2020-07-06 09:00:00,1057.0,868.09,120.62,118.02,122.82,78.73,86.88,2.58,45.6,59.1,195929.24,Normal,0
2020-07-06 10:00:00,0.0,0.03,104.53,103.14,107.98,77.02,80.91,0.51,49.71,61.73,281.06,Normal,0
2020-07-06 11:00:00,358.99,275.44,96.05,94.86,100.65,72.35,74.42,1.19,46.69,51.11,58871.72,Normal,0
2020-07-06 12:00:00,1110.99,900.85,113.03,110.43,115.8,75.79,84.44,2.43,51.33,58.01,198263.16,Normal,0
2020-07-06 13:00:00,1106.16,901.14,119.64,117.25,122.37,79.44,88.54,2.54,55.21,62.72,193706.71,Normal,0
2020-07-06 14:00:00,1106.65,901.22,123.22,120.83,125.88,81.87,90.32,2.9,59.63,63.44,194073.24,Normal,0
2020-07-06 15:00:00,1114.97,901.3,126.19,123.77,128.78,83.78,92.36,2.8,61.71,64.33,200355.16,Normal,0
2020-07-06 16:00:00,1116.8,901.28,128.49,126.02,130.94,85.37,94.36,2.8,62.45,64.74,201569.08,Normal,0
2020-07-06 17:00:00,1113.13,893.99,129.99,127.5,132.35,86.17,95.69,2.57,62.38,65.02,205163.18,Normal,0
2020-07-06 18:00:00,702.38,581.22,127.88,125.46,130.05,86.43,95.19,1.72,63.06,66.05,135873.05,Normal,0
2020-07-06 19:00:00,0.0,0.0,108.0,107.12,110.42,83.25,84.31,0.45,60.78,58.93,0.0,Normal,0
2020-07-06 20:00:00,0.0,0.0,99.15,97.81,100.09,79.77,76.04,0.44,54.11,51.72,0.0,Normal,0
2020-07-06 21:00:00,0.0,0.0,93.64,91.6,94.02,76.98,71.49,0.44,50.79,47.98,0.0,Normal,0
2020-07-06 22:00:00,0.0,0.0,89.34,86.59,91.02,73.91,68.83,0.44,48.19,45.57,0.0,Normal,0
2020-07-06 23:00:00,0.0,0.0,85.26,81.91,88.4,71.03,66.02,0.44,45.75,43.46,0.0,Normal,0
2020-07-07 00:00:00,945.72,741.37,96.7,93.12,99.89,68.96,71.06,2.23,43.13,44.91,169243.19,Normal,0
2020-07-07 01:00:00,1154.22,889.14,112.52,109.6,115.01,71.82,80.5,2.65,45.38,51.85,210118.44,Normal,0
2020-07-07 02:00:00,918.36,737.03,115.74,113.07,118.05,73.99,83.22,2.34,47.99,55.21,174416.45,Normal,0
2020-07-07 03:00:00,0.0,0.0,97.37,95.49,101.99,71.98,74.79,0.48,49.91,53.33,0.01,Normal,0
2020-07-07 04:00:00,618.22,489.91,94.33,91.37,100.19,68.38,69.58,1.57,43.01,44.2,113618.54,Normal,0
2020-07-07 05:00:00,1103.0,885.69,109.02,105.99,111.97,69.91,77.33,2.64,43.45,46.88,209624.61,Normal,0
2020-07-07 06:00:00,1099.73,887.04,113.07,110.46,115.62,71.19,80.34,2.72,41.7,51.25,209993.75,Normal,0
2020-07-07 07:00:00,1103.26,888.83,114.88,112.3,117.29,72.64,81.35,2.73,40.94,53.59,209971.36,Normal,0
2020-07-07 08:00:00,1112.33,892.75,116.59,114.04,119.09,74.71,82.71,2.65,42.32,56.31,209887.77,Normal,0
2020-07-07 09:00:00,1118.39,894.85,119.42,116.96,122.15,77.74,84.98,2.54,45.56,59.98,209672.7,Normal,0
2020-07-07 10:00:00,1121.84,901.08,122.85,120.37,125.63,80.55,87.82,2.48,48.7,62.55,206345.06,Normal,0
2020-07-07 11:00:00,1063.77,859.92,125.32,122.82,128.05,82.51,90.31,2.35,52.38,64.05,198177.36,Normal,0
2020-07-07 12:00:00,838.96,661.17,120.23,118.06,122.92,82.34,89.92,1.88,55.64,64.07,150092.98,Normal,0
2020-07-07 13:00:00,1121.4,900.85,127.18,124.72,129.73,84.86,93.23,2.35,56.74,66.62,204851.77,Normal,0
2020-07-07 14:00:00,1119.77,901.22,130.28,127.81,132.72,87.0,95.13,2.51,61.57,67.75,201971.87,Normal,0
2020-07-07 15:00:00,1113.74,901.24,132.08,129.55,134.46,88.84,96.75,2.49,63.28,67.59,199896.18,Normal,0
2020-07-07 16:00:00,1115.55,901.22,133.29,130.71,135.6,89.74,97.84,2.57,64.34,67.85,201970.23,Normal,0
2020-07-07 17:00:00,1117.71,901.23,134.46,131.87,136.68,91.62,98.48,2.85,64.84,66.77,203524.75,Normal,0
2020-07-07 18:00:00,869.52,706.13,132.32,129.77,134.39,92.46,98.19,2.08,65.15,66.23,153008.8,Normal,0
2020-07-07 19:00:00,391.63,338.08,122.81,120.71,125.14,90.65,77.84,1.18,64.67,66.07,70329.49,Normal,0
2020-07-07 20:00:00,284.01,239.3,109.57,108.14,112.33,85.59,52.0,1.05,61.22,58.38,48264.38,Normal,0
2020-07-07 21:00:00,0.0,0.0,103.68,101.72,105.48,82.73,52.0,0.52,59.03,55.73,46.35,Normal,0
2020-07-07 22:00:00,812.96,670.18,106.35,104.06,107.76,79.66,52.0,2.04,53.09,51.42,135283.74,Normal,0
2020-07-07 23:00:00,230.98,226.76,107.17,104.86,109.66,80.82,52.0,0.94,54.7,57.08,42149.82,Normal,0
2020-07-08 00:00:00,302.55,226.24,95.07,92.83,100.75,75.58,52.0,0.96,52.18,51.63,46734.11,Normal,0
2020-07-08 01:00:00,154.11,125.65,97.41,94.56,101.8,75.01,52.0,0.77,50.89,51.48,32344.02,Normal,0
2020-07-08 02:00:00,67.04,40.55,85.9,83.1,92.44,71.13,52.0,0.56,48.59,46.13,7697.3,Normal,0
2020-07-08 03:00:00,470.28,401.64,94.85,91.6,99.17,71.55,52.0,1.38,45.18,48.28,87738.46,Normal,0
2020-07-08 04:00:00,1031.76,852.65,100.46,97.81,104.63,71.81,52.0,2.4,42.83,47.61,178266.73,Normal,0
2020-07-08 05:00:00,1089.16,901.13,111.0,108.59,114.06,75.03,52.0,2.86,43.51,55.69,191871.46,Normal,0
2020-07-08 06:00:00,1101.45,901.13,115.64,113.29,118.44,75.96,52.0,2.94,44.36,57.02,197406.09,Normal,0
2020-07-08 07:00:00,1089.68,900.73,117.44,115.0,120.0,76.48,52.0,2.87,43.75,55.69,193751.94,Normal,0
2020-07-08 08:00:00,1094.99,901.16,118.01,115.44,120.37,76.56,52.0,2.55,44.95,55.34,195259.19,Normal,0
2020-07-08 09:00:00,656.16,549.6,113.32,111.01,115.86,76.7,52.0,1.82,46.74,56.91,116637.46,Normal,0
2020-07-08 10:00:00,1126.95,900.99,114.56,112.24,117.65,76.22,52.0,2.5,45.95,56.36,205254.63,Normal,0
2020-07-08 11:00:00,1096.04,900.98,119.34,116.95,122.07,78.91,52.0,2.52,49.64,59.21,192932.58,Normal,0
2020-07-08 12:00:00,1099.8,901.16,121.46,119.13,124.2,80.82,52.0,2.5,49.9,60.42,193257.52,Normal,0
2020-07-08 13:00:00,1101.27,901.17,123.38,121.03,126.01,82.48,52.0,2.41,51.8,61.62,193940.61,Normal,0
2020-07-08 14:00:00,1081.31,901.18,124.15,121.84,126.64,83.06,52.0,2.33,53.88,61.14,187457.18,Normal,0
2020-07-08 15:00:00,1087.08,901.15,124.36,122.04,126.74,83.66,52.0,2.39,57.04,61.2,189002.92,Normal,0
2020-07-08 16:00:00,1100.14,901.16,124.77,122.4,127.06,83.6,52.0,2.41,57.28,60.25,197316.7,Normal,0
2020-07-08 17:00:00,1085.94,901.16,124.65,122.26,126.82,83.19,52.0,2.45,56.73,59.41,194464.74,Normal,0
2020-07-08 18:00:00,345.56,291.41,115.54,113.66,117.67,81.75,52.0,1.11,58.55,59.07,65332.89,Normal,0
2020-07-08 19:00:00,0.0,0.0,97.88,97.21,99.6,76.72,52.0,0.44,53.11,49.02,0.0,Normal,0
2020-07-08 20:00:00,0.0,0.0,90.77,89.4,90.64,73.06,52.0,0.45,47.07,42.19,0.0,Normal,0
2020-07-08 21:00:00,0.0,0.0,85.6,83.43,85.29,69.41,52.0,0.45,43.69,38.62,0.0,Normal,0
2020-07-08 22:00:00,0.0,0.0,81.28,78.65,81.54,65.95,52.0,0.45,40.92,36.26,0.0,Normal,0
2020-07-08 23:00:00,0.0,0.0,77.5,74.58,78.58,62.69,52.0,0.45,38.74,33.42,0.0,Normal,0
2020-07-09 00:00:00,899.12,700.77,87.7,84.47,88.93,59.82,52.0,2.68,36.47,36.73,161005.71,Normal,0
2020-07-09 01:00:00,1105.97,901.16,102.58,99.86,104.79,61.63,52.0,2.8,37.29,41.66,204852.84,Normal,0
2020-07-09 02:00:00,1101.61,901.17,106.62,104.18,109.12,63.79,52.0,2.68,35.27,41.56,202751.8,Normal,0
2020-07-09 03:00:00,1103.16,901.17,107.97,105.56,110.39,64.78,59.5,2.67,33.42,42.51,201086.01,Normal,0
2020-07-09 04:00:00,1089.58,901.18,108.14,105.71,110.47,65.55,77.28,2.62,32.6,41.69,194983.46,Normal,0
2020-07-09 05:00:00,1085.14,901.16,108.15,105.73,110.48,66.24,77.42,2.57,32.49,41.01,194605.1,Normal,0
2020-07-09 06:00:00,1070.11,901.17,108.01,105.59,110.35,66.49,77.19,2.62,33.26,40.49,190442.66,Normal,0
2020-07-09 07:00:00,1068.94,901.17,107.85,105.47,110.21,66.58,76.64,2.61,34.4,39.25,189341.95,Normal,0
2020-07-09 08:00:00,999.18,854.97,107.72,105.34,110.08,66.75,76.21,2.5,34.15,39.49,183115.92,Normal,0
2020-07-09 09:00:00,0.0,0.0,91.41,89.97,94.77,64.66,69.61,0.49,38.04,40.5,151.16,Normal,0
2020-07-09 10:00:00,0.0,0.0,81.01,79.65,84.3,61.01,62.09,0.45,36.36,34.6,0.0,Normal,0
2020-07-09 11:00:00,0.0,0.0,76.34,74.27,78.55,59.48,58.21,0.46,35.06,33.29,0.0,Normal,0
2020-07-09 12:00:00,903.12,725.47,86.82,84.23,89.43,58.67,61.67,2.38,35.39,38.23,166563.28,Normal,0
2020-07-09 13:00:00,402.27,333.81,94.89,92.84,98.06,61.03,68.31,1.27,41.38,48.73,75415.21,Normal,0
2020-07-09 14:00:00,0.0,0.0,81.72,80.64,86.96,60.01,63.55,0.45,42.38,46.36,0.0,Normal,0
2020-07-09 15:00:00,29.51,13.19,76.84,75.5,81.84,59.35,60.03,0.52,40.86,42.4,2612.33,Normal,0
2020-07-09 16:00:00,825.09,671.19,89.6,87.57,93.26,59.64,64.15,2.27,42.15,44.97,148841.07,Normal,0
2020-07-09 17:00:00,676.38,560.68,98.8,96.91,102.17,62.77,70.02,1.76,47.38,49.38,126081.16,Normal,0
2020-07-09 18:00:00,902.73,724.64,97.95,96.4,101.35,63.29,70.15,2.11,45.39,47.79,158662.35,Normal,0
2020-07-09 19:00:00,1103.48,901.15,109.35,107.2,112.23,68.4,76.45,2.47,45.54,49.89,201511.31,Normal,0
2020-07-09 20:00:00,1089.92,901.16,112.81,110.58,115.44,71.3,79.59,2.52,45.39,48.45,193908.5,Normal,0
2020-07-09 21:00:00,1101.21,900.5,113.94,111.51,116.27,72.15,80.62,2.57,43.65,50.11,197911.87,Normal,0
2020-07-09 22:00:00,1113.29,901.17,114.61,112.08,116.76,72.01,81.14,2.45,43.99,47.51,203632.47,Normal,0
2020-07-09 23:00:00,1108.51,901.16,114.5,111.9,116.6,71.36,80.83,2.54,40.17,45.44,202997.81,Normal,0
2020-07-10 00:00:00,1097.9,901.18,113.63,111.06,115.7,70.4,79.86,2.63,38.84,45.47,199916.48,Normal,0
2020-07-10 01:00:00,1093.28,901.19,112.76,110.25,114.84,69.59,78.85,2.65,36.32,42.0,198690.09,Normal,0
2020-07-10 02:00:00,1095.85,901.18,111.74,109.21,113.79,68.68,77.96,2.61,34.94,40.78,200158.25,Normal,0
2020-07-10 03:00:00,1091.81,901.05,110.81,108.23,112.85,68.01,77.21,2.57,34.06,40.22,197330.3,Normal,0
2020-07-10 04:00:00,1087.1,901.17,109.9,107.31,112.02,67.22,76.7,2.48,34.12,38.99,196120.46,Normal,0
2020-07-10 05:00:00,1088.42,901.17,109.31,106.69,111.38,66.6,75.92,2.5,33.69,37.6,196479.95,Normal,0
2020-07-10 06:00:00,1075.02,901.17,108.76,106.19,110.88,66.05,75.52,2.52,32.76,35.9,193930.7,Normal,0
2020-07-10 07:00:00,1071.92,901.18,108.12,105.66,110.36,65.59,74.76,2.51,32.51,34.09,192676.48,Normal,0
2020-07-10 08:00:00,1070.63,901.19,108.0,105.53,110.29,65.83,74.82,2.48,34.23,35.06,189595.15,Normal,0
2020-07-10 09:00:00,1072.76,901.19,108.27,105.84,110.67,66.47,75.36,2.55,35.57,38.18,190836.64,Normal,0
2020-07-10 10:00:00,1066.49,901.18,109.62,107.29,112.23,68.41,76.52,2.61,38.72,46.04,190426.91,Normal,0
2020-07-10 11:00:00,1099.8,899.99,113.2,110.97,115.94,71.37,78.92,2.55,43.05,52.64,203076.43,Normal,0
2020-07-10 12:00:00,1091.72,901.13,116.04,113.77,118.71,74.08,81.81,2.44,48.81,55.21,199035.17,Normal,0
2020-07-10 13:00:00,1081.58,901.16,117.65,115.37,120.24,75.42,83.59,2.47,50.95,57.18,194991.44,Normal,0
2020-07-10 14:00:00,1080.42,901.14,118.88,116.52,121.44,76.89,84.65,2.48,51.62,58.02,195423.47,Normal,0
2020-07-10 15:00:00,1081.23,901.16,120.15,117.78,122.73,78.86,85.92,2.46,52.19,58.49,194643.87,Normal,0
2020-07-10 16:00:00,1085.19,901.02,121.53,119.17,124.16,80.0,87.23,2.45,55.39,59.49,195735.99,Normal,0
2020-07-10 17:00:00,1096.09,901.06,122.92,120.52,125.47,80.68,88.45,2.51,54.42,59.5,199109.48,Normal,0
2020-07-10 18:00:00,1107.53,901.15,124.31,121.83,126.77,81.35,89.29,2.49,55.14,59.63,203986.15,Normal,0
2020-07-10 19:00:00,1097.68,901.12,124.7,122.2,127.03,81.82,90.12,2.44,55.57,58.33,199482.48,Normal,0
2020-07-10 20:00:00,1098.94,901.16,123.82,121.24,125.99,81.31,89.58,2.43,54.41,57.12,198358.52,Normal,0
2020-07-10 21:00:00,1098.1,901.15,122.37,119.75,124.52,80.2,88.5,2.46,53.23,55.65,197718.54,Normal,0
2020-07-10 22:00:00,1089.71,901.16,120.91,118.29,123.11,78.73,87.28,2.55,52.0,52.84,196178.83,Normal,0
2020-07-10 23:00:00,1080.97,901.15,119.82,117.18,122.04,78.09,86.87,2.74,48.05,52.46,195771.71,Normal,0
2020-07-11 00:00:00,1087.99,901.14,118.86,116.26,121.0,77.01,85.85,2.75,46.3,51.01,197267.94,Normal,0
2020-07-11 01:00:00,1096.11,901.11,117.8,115.19,119.92,76.19,84.67,2.8,44.63,50.05,198354.09,Normal,0
2020-07-11 02:00:00,1106.65,900.39,117.09,114.46,119.18,75.17,83.38,2.85,41.97,49.93,203233.22,Normal,0
2020-07-11 03:00:00,1108.19,900.83,116.69,114.04,118.76,74.33,82.29,2.88,39.65,47.25,204365.37,Normal,0
2020-07-11 04:00:00,1107.69,900.95,116.1,113.42,118.15,73.6,81.27,3.09,38.2,43.62,203888.94,Normal,0
2020-07-11 05:00:00,1108.55,900.67,115.68,113.0,117.74,72.79,80.65,3.14,37.09,44.38,205251.91,Normal,0
2020-07-11 06:00:00,1103.43,900.89,115.41,112.82,117.57,71.94,80.09,2.94,37.13,45.06,203897.28,Normal,0
2020-07-11 07:00:00,1097.81,900.85,115.9,113.39,118.18,72.54,80.01,2.68,38.48,46.89,203494.9,Normal,0
2020-07-11 08:00:00,1101.45,900.78,116.6,114.11,118.92,73.23,80.7,2.61,40.19,48.92,202709.84,Normal,0
2020-07-11 09:00:00,1101.51,900.76,117.65,115.2,120.07,74.61,82.02,2.58,42.37,50.38,201873.51,Normal,0
2020-07-11 10:00:00,1105.41,900.75,119.13,116.68,121.63,76.93,83.69,2.57,44.84,53.57,202311.43,Normal,0
2020-07-11 11:00:00,1097.54,900.7,121.12,118.76,123.75,79.03,86.09,2.47,48.3,57.28,199912.31,Normal,0
2020-07-11 12:00:00,37.74,40.27,108.21,106.75,111.99,78.67,82.71,0.6,54.27,59.38,12051.32,Normal,0
2020-07-11 13:00:00,635.83,522.16,103.75,102.05,108.83,76.12,79.35,1.65,51.45,53.59,106386.83,Normal,0
2020-07-11 14:00:00,1087.85,901.15,118.93,116.48,122.12,80.61,86.72,2.49,54.0,60.36,191627.06,Normal,0
2020-07-11 15:00:00,1080.56,901.17,123.95,121.66,126.89,82.95,90.04,2.44,58.21,63.34,190044.76,Normal,0
2020-07-11 16:00:00,1082.96,901.15,126.62,124.41,129.47,85.17,92.2,2.39,60.6,64.75,190228.86,Normal,0
2020-07-11 17:00:00,1089.82,900.98,127.97,125.63,130.53,85.77,93.46,2.42,60.4,63.86,192554.93,Normal,0
2020-07-11 18:00:00,892.32,748.72,127.37,124.91,129.64,85.16,93.84,2.11,59.29,62.19,164268.66,Normal,0
2020-07-11 19:00:00,1050.88,862.15,122.14,119.77,124.65,83.13,92.23,2.4,54.8,58.29,180926.24,Normal,0
2020-07-11 20:00:00,920.29,749.85,123.42,120.84,125.88,83.9,91.96,2.14,51.56,58.91,164535.36,Normal,0
2020-07-11 21:00:00,852.27,711.2,118.58,116.08,121.14,81.5,88.74,2.01,49.73,55.05,153813.09,Normal,0
2020-07-11 22:00:00,326.1,259.39,104.7,102.64,108.23,76.53,81.82,1.22,49.35,50.39,56306.25,Normal,0
2020-07-11 23:00:00,459.42,364.75,101.37,99.06,105.05,73.75,79.03,1.35,48.87,48.26,82167.82,Normal,0
2020-07-12 00:00:00,156.39,96.36,88.37,86.83,90.89,67.96,72.41,0.77,47.71,45.78,18591.9,Normal,0
2020-07-12 01:00:00,1102.62,900.21,102.84,100.52,104.92,69.4,74.93,2.56,44.62,46.92,203428.93,Normal,0
2020-07-12 02:00:00,1092.33,901.15,112.66,110.46,114.15,73.85,79.57,3.61,45.55,49.12,200071.22,Normal,0
2020-07-12 03:00:00,1090.22,899.41,116.11,113.91,117.33,76.1,82.14,3.55,47.08,48.87,194312.34,Normal,0
2020-07-12 04:00:00,1101.9,901.16,117.79,115.52,118.81,77.24,83.76,3.5,48.12,49.65,198030.8,Normal,0
2020-07-12 05:00:00,1100.77,901.16,118.45,116.1,119.32,77.26,84.36,3.25,51.08,52.28,197866.74,Normal,0
2020-07-12 06:00:00,1089.06,901.15,118.08,115.72,118.8,76.53,83.85,3.25,48.53,51.77,196707.42,Normal,0
2020-07-12 07:00:00,1085.62,901.15,117.38,115.02,118.06,75.82,82.81,3.25,45.28,52.14,195540.61,Normal,0
2020-07-12 08:00:00,1075.01,901.18,117.04,114.72,117.92,76.01,82.4,3.24,44.62,52.09,191882.75,Normal,0
2020-07-12 09:00:00,1086.63,900.29,117.65,115.35,118.6,76.89,82.83,3.06,45.6,53.5,195235.06,Normal,0
2020-07-12 10:00:00,1101.76,901.15,119.56,117.23,120.59,78.33,84.05,2.98,48.97,54.01,202051.39,Normal,0
2020-07-12 11:00:00,1104.35,900.95,121.51,119.29,122.59,79.85,85.7,3.05,52.56,56.39,201188.13,Normal,0
2020-07-12 12:00:00,1095.66,901.16,122.56,120.29,123.47,80.4,86.95,2.88,52.85,56.77,198703.12,Normal,0
2020-07-12 13:00:00,1098.23,901.17,123.14,120.91,124.05,81.01,87.44,2.81,53.81,57.48,199488.79,Normal,0
2020-07-12 14:00:00,1093.37,901.18,123.89,121.65,124.82,81.59,88.44,2.8,54.09,56.94,197778.92,Normal,0
2020-07-12 15:00:00,1082.72,901.15,124.23,122.02,125.2,82.19,89.08,2.54,54.96,58.52,191265.63,Normal,0
2020-07-12 16:00:00,1080.55,901.17,124.73,122.51,125.66,82.77,89.64,2.56,56.16,58.14,192614.12,Normal,0
2020-07-12 17:00:00,1085.03,901.19,125.11,122.9,125.99,82.93,90.08,2.52,56.02,58.78,193955.42,Normal,0
2020-07-12 18:00:00,1087.56,901.16,125.51,123.29,126.35,82.97,90.46,2.63,55.67,56.85,195528.17,Normal,0
2020-07-12 19:00:00,1090.02,901.16,125.54,123.29,126.29,82.63,90.4,2.77,55.71,55.75,196087.25,Normal,0
2020-07-12 20:00:00,1099.84,901.2,125.12,122.75,125.78,81.75,89.82,3.0,53.11,55.61,196754.58,Normal,0
2020-07-12 21:00:00,1083.64,901.19,123.65,121.23,124.29,80.58,88.58,2.89,51.98,53.86,193610.75,Normal,0
2020-07-12 22:00:00,1075.19,901.1,122.35,119.95,123.04,79.57,87.4,2.84,50.53,50.43,191849.14,Normal,0
2020-07-12 23:00:00,1083.6,901.16,121.26,118.86,121.97,78.93,86.0,2.91,49.4,48.71,193415.62,Normal,0
2020-07-13 00:00:00,1088.87,901.17,120.3,117.86,120.91,78.05,84.82,3.05,46.6,48.03,195098.83,Normal,0
2020-07-13 01:00:00,1084.25,901.16,118.99,116.5,119.57,76.71,83.37,3.04,44.23,47.01,195491.63,Normal,0
2020-07-13 02:00:00,1085.39,901.17,117.51,115.06,118.03,74.84,81.94,3.09,41.09,45.29,196911.52,Normal,0
2020-07-13 03:00:00,1091.41,901.19,116.02,113.53,116.53,72.85,80.82,3.21,38.75,44.26,197023.38,Normal,0
2020-07-13 04:00:00,1091.86,901.16,114.76,112.23,115.36,71.43,79.93,3.21,37.63,43.51,198586.48,Normal,0
2020-07-13 05:00:00,1087.02,901.0,113.91,111.42,114.5,70.43,79.28,3.07,36.96,42.81,195659.5,Normal,0
2020-07-13 06:00:00,1088.16,901.09,113.21,110.72,113.85,69.58,78.2,2.6,37.83,42.2,199179.56,Normal,0
2020-07-13 07:00:00,1095.78,901.17,112.89,110.41,113.61,69.22,77.68,2.79,38.01,42.24,199451.01,Normal,0
2020-07-13 08:00:00,1095.67,901.21,113.02,110.5,113.75,69.29,77.98,2.98,39.92,43.09,199088.1,Normal,0
2020-07-13 09:00:00,1116.44,910.21,113.83,111.32,114.7,70.57,78.7,3.31,41.66,45.44,198740.38,Normal,0
2020-07-13 10:00:00,1115.85,912.61,115.99,113.54,117.01,72.67,80.56,3.49,44.24,48.69,197758.97,Normal,0
2020-07-13 11:00:00,1108.39,912.54,117.78,115.38,118.74,74.63,82.16,3.38,47.24,49.95,196365.96,Normal,0
2020-07-13 12:00:00,1109.04,912.56,119.35,116.93,120.26,76.21,83.37,3.38,49.46,51.02,196670.4,Normal,0
2020-07-13 13:00:00,1122.77,912.5,121.16,118.73,122.11,77.49,84.82,3.16,50.56,53.24,201673.05,Normal,0
2020-07-13 14:00:00,1137.85,912.55,123.98,121.49,124.97,79.46,87.21,2.52,50.49,54.48,209533.57,Normal,0
2020-07-13 15:00:00,1112.53,912.57,125.64,123.24,126.64,81.33,89.14,2.56,51.68,55.89,197908.09,Normal,0
2020-07-13 16:00:00,1110.87,912.58,126.98,124.58,127.94,82.91,90.36,2.7,54.95,55.41,197893.53,Normal,0
2020-07-13 17:00:00,1106.42,912.51,127.81,125.38,128.69,83.73,91.27,2.58,55.81,55.47,195175.0,Normal,0
2020-07-13 18:00:00,1113.33,912.57,128.42,125.95,129.26,83.93,92.05,2.47,54.66,55.58,197963.54,Normal,0
2020-07-13 19:00:00,1113.28,912.57,128.25,125.69,128.88,83.4,92.44,2.66,54.39,54.15,198211.13,Normal,0
2020-07-13 20:00:00,1129.76,912.55,127.44,124.8,127.93,82.13,91.04,3.64,52.04,50.15,203041.2,Normal,0
2020-07-13 21:00:00,189.12,155.03,113.47,111.64,114.04,79.46,84.85,1.0,52.86,50.02,35998.75,Normal,0
2020-07-13 22:00:00,0.0,0.0,97.16,96.04,98.52,74.34,74.86,0.45,49.75,44.19,0.0,Normal,0
2020-07-13 23:00:00,0.0,0.0,90.82,88.58,91.91,70.66,69.97,0.45,45.85,39.94,37.17,Normal,0
2020-07-14 00:00:00,282.74,193.03,91.55,88.39,92.44,67.41,69.79,1.03,41.79,39.7,44333.69,Normal,0
2020-07-14 01:00:00,902.82,717.04,95.53,92.61,96.81,65.77,70.24,2.13,39.84,41.68,159788.48,Normal,0
2020-07-14 02:00:00,849.59,704.58,106.6,103.95,107.41,68.89,75.04,2.1,40.06,44.99,154080.45,Normal,0
2020-07-14 03:00:00,940.37,749.7,102.26,99.89,103.27,65.71,73.47,2.14,38.99,41.57,160815.77,Normal,0
2020-07-14 04:00:00,1142.0,912.14,109.81,107.26,110.72,68.76,76.53,2.52,41.1,43.42,204666.35,Normal,0
2020-07-14 05:00:00,1135.18,912.07,112.96,110.36,113.65,69.95,78.68,3.27,40.15,43.15,203923.86,Normal,0
2020-07-14 06:00:00,1126.91,912.01,114.52,111.85,115.11,70.64,79.25,3.7,42.06,43.18,204420.41,Normal,0
2020-07-14 07:00:00,1124.2,903.48,115.49,112.83,116.0,70.71,79.34,2.93,42.69,42.7,209796.8,Normal,0
2020-07-14 08:00:00,1118.94,911.4,116.45,113.88,117.05,71.64,80.47,2.98,42.05,41.8,202242.06,Normal,0
2020-07-14 09:00:00,1110.15,912.04,117.25,114.73,117.91,73.18,82.1,2.66,43.53,41.66,193920.03,Normal,0
2020-07-14 10:00:00,1121.64,912.35,118.82,116.31,119.57,74.99,84.2,2.55,45.65,42.01,198800.45,Normal,0
2020-07-14 11:00:00,1117.06,912.29,121.1,118.62,121.83,76.47,86.29,2.7,47.2,42.63,203921.56,Normal,0
2020-07-14 12:00:00,1113.89,912.43,122.38,119.89,123.05,78.12,87.44,2.98,50.09,43.56,201078.44,Normal,0
2020-07-14 13:00:00,1111.91,912.37,123.38,120.88,124.03,78.28,88.37,2.83,50.96,44.94,200749.37,Normal,0
2020-07-14 14:00:00,1115.16,912.27,124.61,122.11,125.31,79.67,89.47,2.81,51.92,46.03,201852.88,Normal,0
2020-07-14 15:00:00,1108.76,912.28,125.93,123.46,126.64,80.99,90.3,2.8,53.6,47.1,201210.91,Normal,0
2020-07-14 16:00:00,1106.81,912.34,126.9,124.48,127.59,81.83,90.87,2.73,54.55,48.62,198626.96,Normal,0
2020-07-14 17:00:00,1106.19,912.42,127.65,125.23,128.26,82.39,91.3,2.72,53.97,49.37,197911.76,Normal,0
2020-07-14 18:00:00,859.97,714.64,126.38,123.98,126.82,82.81,91.26,2.24,54.25,49.73,153344.28,Normal,0
2020-07-14 19:00:00,0.0,0.0,106.19,105.38,106.77,79.93,81.46,0.46,53.92,48.25,0.0,Normal,0
2020-07-14 20:00:00,0.0,0.0,96.27,95.31,94.66,76.51,72.37,0.45,48.09,42.6,0.0,Normal,0
2020-07-14 21:00:00,0.0,0.0,90.26,88.62,87.37,73.53,67.06,0.45,44.74,40.24,0.0,Normal,0
