Date,Prévision_SARIMA,IC_Inf_95,IC_Sup_95,Risque_Panne
2021-04-25 20:00:00,1.3915923234013006,0.14269716820194045,2.6404874786006607,NON
2021-04-25 21:00:00,1.6152973467332297,0.007870488356212402,3.1414356682113858,NON
2021-04-25 22:00:00,1.7626235441726854,-0.028580606139292142,3.3949243114481,NON
2021-04-25 23:00:00,2.3107286137429623,0.4008574736510484,3.9912628802668095,NON
2021-04-26 00:00:00,2.6147944998495944,0.6283292778093061,4.311853829655127,NON
2021-04-26 01:00:00,2.7057284086868543,0.6648408321312542,4.41022025860349,NON
2021-04-26 02:00:00,2.801079531415693,0.7244313591058384,4.509544948885969,NON
2021-04-26 03:00:00,2.7827989285186168,0.6836531199399667,4.498614318430861,NON
2021-04-26 04:00:00,2.739428233105965,0.6303860610730185,4.467316258728797,NON
2021-04-26 05:00:00,2.6977049146726197,0.5891901743467558,4.444467364176125,NON
2021-04-26 06:00:00,2.6997827040218016,0.6015722374423023,4.471991486363113,NON
2021-04-26 07:00:00,2.6432696518830094,0.5634720858056461,4.447549206261253,NON
2021-04-26 08:00:00,2.5888332742056264,0.5343944636478715,4.430689291820373,NON
2021-04-26 09:00:00,2.5598555325382737,0.5359085363044847,4.443762255592291,NON
2021-04-26 10:00:00,2.458407978488537,0.46846429458413774,4.387182779902086,NON
2021-04-26 11:00:00,2.401131029067651,0.4467280324646725,4.376000952654545,NON
2021-04-26 12:00:00,2.360058575264632,0.4409101018476129,4.38038481879897,NON
2021-04-26 13:00:00,2.3316194770807956,0.44551668758888185,4.395038330562555,NON
2021-04-26 14:00:00,2.296407666121397,0.43943796970740534,4.398818236443741,NON
2021-04-26 15:00:00,2.3325936214094702,0.49925262969110396,4.46840803345376,NON
2021-04-26 16:00:00,2.3953064015140204,0.5788126396360089,4.557636382196402,NON
2021-04-26 17:00:00,2.2700577486498177,0.4626216357456283,4.451063426390454,NON
2021-04-26 18:00:00,1.9937617131664287,0.1869746429946353,4.184968882541709,NON
2021-04-26 19:00:00,1.6536988411186946,-0.16110838532170946,3.8464035188738688,NON
2021-04-26 20:00:00,1.6403065411123243,-0.20112940984804784,3.8360388927063864,NON
2021-04-26 21:00:00,1.692888717119086,-0.18013341251385073,3.8805944013965283,NON
2021-04-26 22:00:00,1.755869767690645,-0.15355130229747038,3.926139983104021,NON
2021-04-26 23:00:00,2.2415445231072733,0.2910487341468482,4.38726643536268,NON
2021-04-27 00:00:00,2.5258412394716756,0.5308523870475326,4.64161029584959,NON
2021-04-27 01:00:00,2.595184676533884,0.5535080025633583,4.677737188744047,NON
2021-04-27 02:00:00,2.69854667992183,0.6097233891771188,4.746494132426904,NON
2021-04-27 03:00:00,2.6903231327538815,0.5555274620182771,4.704338599535715,NON
2021-04-27 04:00:00,2.6743531163052765,0.4965449598392504,4.656935149476322,NON
2021-04-27 05:00:00,2.6623152197849973,0.44603032560199996,4.617750968542734,NON
2021-04-27 06:00:00,2.7031546119584005,0.45440785206308876,4.637217817209207,NON
2021-04-27 07:00:00,2.682271065785024,0.4082390302365866,4.602006700699772,NON
2021-04-27 08:00:00,2.667782651312003,0.3765381788550286,4.581129672454208,NON
2021-04-27 09:00:00,2.677172614819311,0.3772930338180571,4.592632096617079,NON
2021-04-27 10:00:00,2.6095589564575015,0.3097711170654893,4.535777231013067,NON
2021-04-27 11:00:00,2.578236850548187,0.2870070319252811,4.523630450366722,NON
2021-04-27 12:00:00,2.5547486558337096,0.2799183668291776,4.527105524512319,NON
2021-04-27 13:00:00,2.53543258175599,0.28385516870698924,4.541569120896638,NON
2021-04-27 14:00:00,2.504982778538199,0.28222425444299937,4.5504252386435535,NON
2021-04-27 15:00:00,2.5338542985663857,0.3439367480602824,4.62259407895517,NON
2021-04-27 16:00:00,2.5815273018453118,0.4267532849406619,4.7158343917660455,NON
2021-04-27 17:00:00,2.4262351316555093,0.30708090603089344,4.606558239770976,NON
2021-04-27 18:00:00,2.1027880169282716,0.01788573601187382,4.327730571024441,NON
2021-04-27 19:00:00,1.7625845149852872,-0.29121730696300197,4.028969129876584,NON
2021-04-27 20:00:00,1.7003725936892642,-0.3326651404078387,4.008928339485486,NON
2021-04-27 21:00:00,1.7025296282970948,-0.31439692335459335,4.045457864186971,NON
2021-04-27 22:00:00,1.7181555019167514,-0.2887953453159313,4.086858639971792,NON
2021-04-27 23:00:00,2.15916204960364,0.1546902274268187,4.544788018190577,NON
2021-04-28 00:00:00,2.4041960048271567,0.39415614814637756,4.797566280174341,NON
2021-04-28 01:00:00,2.439797706002236,0.4158414734678302,4.831936693376221,NON
2021-04-28 02:00:00,2.517578982311878,0.4716632669046481,4.899890424358071,NON
2021-04-28 03:00:00,2.492099108773842,0.41677606297173364,4.856828046810707,NON
2021-04-28 04:00:00,2.4685562286817824,0.35742863664162705,4.8090206942900044,NON
2021-04-28 05:00:00,2.458464672202871,0.3064300965565794,4.769402630885726,NON
2021-04-28 06:00:00,2.5109820349408998,0.3145273665275865,4.788725240253074,NON
2021-04-28 07:00:00,2.510600331982891,0.2679336575506772,4.753267006415105,NON
